"","LOCID","LOCAL_INTERVAL_TIME","KWH","DTE","HR"
"2860","000018594EL000","2017-01-30 18:45:00.0",0.099,"2017/01/30","18:45"
"2861","000018594EL000","2017-01-30 19:00:00.0",0.14,"2017/01/30","19:00"
"2862","000018594EL000","2017-01-30 19:15:00.0",0.265,"2017/01/30","19:15"
"2863","000018594EL000","2017-01-30 19:30:00.0",0.539,"2017/01/30","19:30"
"2864","000018594EL000","2017-01-30 19:45:00.0",0.221,"2017/01/30","19:45"
"2865","000018594EL000","2017-01-30 20:00:00.0",0.153,"2017/01/30","20:00"
"2866","000018594EL000","2017-01-30 20:15:00.0",0.13,"2017/01/30","20:15"
"2867","000018594EL000","2017-01-30 20:30:00.0",0.203,"2017/01/30","20:30"
"2868","000018594EL000","2017-01-30 20:45:00.0",0.115,"2017/01/30","20:45"
"2869","000018594EL000","2017-01-30 21:00:00.0",0.106,"2017/01/30","21:00"
"2870","000018594EL000","2017-01-30 21:15:00.0",0.118,"2017/01/30","21:15"
"2871","000018594EL000","2017-01-30 21:30:00.0",0.387,"2017/01/30","21:30"
"2872","000018594EL000","2017-01-30 21:45:00.0",0.252,"2017/01/30","21:45"
"2873","000018594EL000","2017-01-30 22:00:00.0",0.079,"2017/01/30","22:00"
"2874","000018594EL000","2017-01-30 22:15:00.0",0.058,"2017/01/30","22:15"
"2875","000018594EL000","2017-01-30 22:30:00.0",0.086,"2017/01/30","22:30"
"2876","000018594EL000","2017-01-30 22:45:00.0",0.076,"2017/01/30","22:45"
"2877","000018594EL000","2017-01-30 23:00:00.0",0.054,"2017/01/30","23:00"
"2878","000018594EL000","2017-01-30 23:15:00.0",0.039,"2017/01/30","23:15"
"2879","000018594EL000","2017-01-30 23:30:00.0",0.067,"2017/01/30","23:30"
"2880","000018594EL000","2017-01-30 23:45:00.0",0.085,"2017/01/30","23:45"
"2881","000018594EL000","2017-01-31 00:00:00.0",0.054,"2017/01/31","00:00"
"2882","000018594EL000","2017-01-31 00:15:00.0",0.075,"2017/01/31","00:15"
"2883","000018594EL000","2017-01-31 00:30:00.0",0.054,"2017/01/31","00:30"
"2884","000018594EL000","2017-01-31 00:45:00.0",0.073,"2017/01/31","00:45"
"2885","000018594EL000","2017-01-31 01:00:00.0",0.069,"2017/01/31","01:00"
"2886","000018594EL000","2017-01-31 01:15:00.0",0.084,"2017/01/31","01:15"
"2887","000018594EL000","2017-01-31 01:30:00.0",0.052,"2017/01/31","01:30"
"2888","000018594EL000","2017-01-31 01:45:00.0",0.078,"2017/01/31","01:45"
"2889","000018594EL000","2017-01-31 02:00:00.0",0.055,"2017/01/31","02:00"
"2890","000018594EL000","2017-01-31 02:15:00.0",0.069,"2017/01/31","02:15"
"2891","000018594EL000","2017-01-31 02:30:00.0",0.062,"2017/01/31","02:30"
"2892","000018594EL000","2017-01-31 02:45:00.0",0.066,"2017/01/31","02:45"
"2893","000018594EL000","2017-01-31 03:00:00.0",0.06,"2017/01/31","03:00"
"2894","000018594EL000","2017-01-31 03:15:00.0",0.069,"2017/01/31","03:15"
"2895","000018594EL000","2017-01-31 03:30:00.0",0.062,"2017/01/31","03:30"
"2896","000018594EL000","2017-01-31 03:45:00.0",0.073,"2017/01/31","03:45"
"2897","000018594EL000","2017-01-31 04:00:00.0",0.076,"2017/01/31","04:00"
"2898","000018594EL000","2017-01-31 04:15:00.0",0.063,"2017/01/31","04:15"
"2899","000018594EL000","2017-01-31 04:30:00.0",0.07,"2017/01/31","04:30"
"2900","000018594EL000","2017-01-31 04:45:00.0",0.051,"2017/01/31","04:45"
"2901","000018594EL000","2017-01-31 05:00:00.0",0.081,"2017/01/31","05:00"
"2902","000018594EL000","2017-01-31 05:15:00.0",0.047,"2017/01/31","05:15"
"2903","000018594EL000","2017-01-31 05:30:00.0",0.119,"2017/01/31","05:30"
"2904","000018594EL000","2017-01-31 05:45:00.0",0.093,"2017/01/31","05:45"
"2905","000018594EL000","2017-01-31 06:00:00.0",0.079,"2017/01/31","06:00"
"2906","000018594EL000","2017-01-31 06:15:00.0",0.088,"2017/01/31","06:15"
"2907","000018594EL000","2017-01-31 06:30:00.0",0.093,"2017/01/31","06:30"
"2908","000018594EL000","2017-01-31 06:45:00.0",0.077,"2017/01/31","06:45"
"2909","000018594EL000","2017-01-31 07:00:00.0",0.067,"2017/01/31","07:00"
"2910","000018594EL000","2017-01-31 07:15:00.0",0.082,"2017/01/31","07:15"
"2911","000018594EL000","2017-01-31 07:30:00.0",0.059,"2017/01/31","07:30"
"2912","000018594EL000","2017-01-31 07:45:00.0",0.159,"2017/01/31","07:45"
"2913","000018594EL000","2017-01-31 08:00:00.0",0.375,"2017/01/31","08:00"
"2914","000018594EL000","2017-01-31 08:15:00.0",0.04,"2017/01/31","08:15"
"2915","000018594EL000","2017-01-31 08:30:00.0",0.033,"2017/01/31","08:30"
"2916","000018594EL000","2017-01-31 08:45:00.0",0.066,"2017/01/31","08:45"
"2917","000018594EL000","2017-01-31 09:00:00.0",0.078,"2017/01/31","09:00"
"2918","000018594EL000","2017-01-31 09:15:00.0",0.052,"2017/01/31","09:15"
"2919","000018594EL000","2017-01-31 09:30:00.0",0.07,"2017/01/31","09:30"
"2920","000018594EL000","2017-01-31 09:45:00.0",0.027,"2017/01/31","09:45"
"2921","000018594EL000","2017-01-31 10:00:00.0",0.036,"2017/01/31","10:00"
"2922","000018594EL000","2017-01-31 10:15:00.0",0.009,"2017/01/31","10:15"
"2923","000018594EL000","2017-01-31 10:30:00.0",0.073,"2017/01/31","10:30"
"2924","000018594EL000","2017-01-31 10:45:00.0",0.052,"2017/01/31","10:45"
"2925","000018594EL000","2017-01-31 11:00:00.0",0.059,"2017/01/31","11:00"
"2926","000018594EL000","2017-01-31 11:15:00.0",0.059,"2017/01/31","11:15"
"2927","000018594EL000","2017-01-31 11:30:00.0",0.064,"2017/01/31","11:30"
"2928","000018594EL000","2017-01-31 11:45:00.0",0.05,"2017/01/31","11:45"
"2929","000018594EL000","2017-01-31 12:00:00.0",0.039,"2017/01/31","12:00"
"2930","000018594EL000","2017-01-31 12:15:00.0",0.026,"2017/01/31","12:15"
"2931","000018594EL000","2017-01-31 12:30:00.0",0.022,"2017/01/31","12:30"
"2932","000018594EL000","2017-01-31 12:45:00.0",0.079,"2017/01/31","12:45"
"2933","000018594EL000","2017-01-31 13:00:00.0",0.047,"2017/01/31","13:00"
"2934","000018594EL000","2017-01-31 13:15:00.0",0.073,"2017/01/31","13:15"
"2935","000018594EL000","2017-01-31 13:30:00.0",0.037,"2017/01/31","13:30"
"2936","000018594EL000","2017-01-31 13:45:00.0",0.05,"2017/01/31","13:45"
"2937","000018594EL000","2017-01-31 14:00:00.0",0.032,"2017/01/31","14:00"
"2938","000018594EL000","2017-01-31 14:15:00.0",0.037,"2017/01/31","14:15"
"2939","000018594EL000","2017-01-31 14:30:00.0",0.014,"2017/01/31","14:30"
"2940","000018594EL000","2017-01-31 14:45:00.0",0.072,"2017/01/31","14:45"
"2941","000018594EL000","2017-01-31 15:00:00.0",0.053,"2017/01/31","15:00"
"2942","000018594EL000","2017-01-31 15:15:00.0",0.054,"2017/01/31","15:15"
"2943","000018594EL000","2017-01-31 15:30:00.0",0.056,"2017/01/31","15:30"
"2944","000018594EL000","2017-01-31 15:45:00.0",0.027,"2017/01/31","15:45"
"2945","000018594EL000","2017-01-31 16:00:00.0",0.03,"2017/01/31","16:00"
"2946","000018594EL000","2017-01-31 16:15:00.0",0.039,"2017/01/31","16:15"
"2947","000018594EL000","2017-01-31 16:30:00.0",0.063,"2017/01/31","16:30"
"2948","000018594EL000","2017-01-31 16:45:00.0",0.054,"2017/01/31","16:45"
"2949","000018594EL000","2017-01-31 17:00:00.0",0.071,"2017/01/31","17:00"
"2950","000018594EL000","2017-01-31 17:15:00.0",0.094,"2017/01/31","17:15"
"2951","000018594EL000","2017-01-31 17:30:00.0",0.092,"2017/01/31","17:30"
"2952","000018594EL000","2017-01-31 17:45:00.0",0.051,"2017/01/31","17:45"
"2953","000018594EL000","2017-01-31 18:00:00.0",0.078,"2017/01/31","18:00"
"2954","000018594EL000","2017-01-31 18:15:00.0",0.048,"2017/01/31","18:15"
"2955","000018594EL000","2017-01-31 18:30:00.0",0.51,"2017/01/31","18:30"
"2956","000018594EL000","2017-01-31 18:45:00.0",0.717,"2017/01/31","18:45"
"2957","000018594EL000","2017-01-31 19:00:00.0",0.118,"2017/01/31","19:00"
"2958","000018594EL000","2017-01-31 19:15:00.0",0.093,"2017/01/31","19:15"
"2959","000018594EL000","2017-01-31 19:30:00.0",0.199,"2017/01/31","19:30"
"2960","000018594EL000","2017-01-31 19:45:00.0",0.233,"2017/01/31","19:45"
"2961","000018594EL000","2017-01-31 20:00:00.0",0.129,"2017/01/31","20:00"
"2962","000018594EL000","2017-01-31 20:15:00.0",0.091,"2017/01/31","20:15"
"2963","000018594EL000","2017-01-31 20:30:00.0",0.089,"2017/01/31","20:30"
"2964","000018594EL000","2017-01-31 20:45:00.0",0.064,"2017/01/31","20:45"
"2965","000018594EL000","2017-01-31 21:00:00.0",0.088,"2017/01/31","21:00"
"2966","000018594EL000","2017-01-31 21:15:00.0",0.079,"2017/01/31","21:15"
"2967","000018594EL000","2017-01-31 21:30:00.0",0.297,"2017/01/31","21:30"
"2968","000018594EL000","2017-01-31 21:45:00.0",0.152,"2017/01/31","21:45"
"2969","000018594EL000","2017-01-31 22:00:00.0",0.119,"2017/01/31","22:00"
"2970","000018594EL000","2017-01-31 22:15:00.0",0.061,"2017/01/31","22:15"
"2971","000018594EL000","2017-01-31 22:30:00.0",0.241,"2017/01/31","22:30"
"2972","000018594EL000","2017-01-31 22:45:00.0",0.387,"2017/01/31","22:45"
"2973","000018594EL000","2017-01-31 23:00:00.0",0.11,"2017/01/31","23:00"
"2974","000018594EL000","2017-01-31 23:15:00.0",0.1,"2017/01/31","23:15"
"2975","000018594EL000","2017-01-31 23:30:00.0",0.069,"2017/01/31","23:30"
"2976","000018594EL000","2017-01-31 23:45:00.0",0.077,"2017/01/31","23:45"
"2977","000018594EL000","2017-02-01 00:00:00.0",0.036,"2017/02/01","00:00"
"2978","000018594EL000","2017-02-01 00:15:00.0",0.044,"2017/02/01","00:15"
"2979","000018594EL000","2017-02-01 00:30:00.0",0.076,"2017/02/01","00:30"
"2980","000018594EL000","2017-02-01 00:45:00.0",0.087,"2017/02/01","00:45"
"2981","000018594EL000","2017-02-01 01:00:00.0",0.067,"2017/02/01","01:00"
"2982","000018594EL000","2017-02-01 01:15:00.0",0.077,"2017/02/01","01:15"
"2983","000018594EL000","2017-02-01 01:30:00.0",0.06,"2017/02/01","01:30"
"2984","000018594EL000","2017-02-01 01:45:00.0",0.066,"2017/02/01","01:45"
"2985","000018594EL000","2017-02-01 02:00:00.0",0.057,"2017/02/01","02:00"
"2986","000018594EL000","2017-02-01 02:15:00.0",0.037,"2017/02/01","02:15"
"2987","000018594EL000","2017-02-01 02:30:00.0",0.029,"2017/02/01","02:30"
"2988","000018594EL000","2017-02-01 02:45:00.0",0.077,"2017/02/01","02:45"
"2989","000018594EL000","2017-02-01 03:00:00.0",0.062,"2017/02/01","03:00"
"2990","000018594EL000","2017-02-01 03:15:00.0",0.068,"2017/02/01","03:15"
"2991","000018594EL000","2017-02-01 03:30:00.0",0.067,"2017/02/01","03:30"
"2992","000018594EL000","2017-02-01 03:45:00.0",0.059,"2017/02/01","03:45"
"2993","000018594EL000","2017-02-01 04:00:00.0",0.075,"2017/02/01","04:00"
"2994","000018594EL000","2017-02-01 04:15:00.0",0.059,"2017/02/01","04:15"
"2995","000018594EL000","2017-02-01 04:30:00.0",0.063,"2017/02/01","04:30"
"2996","000018594EL000","2017-02-01 04:45:00.0",0.045,"2017/02/01","04:45"
"2997","000018594EL000","2017-02-01 05:00:00.0",0.082,"2017/02/01","05:00"
"2998","000018594EL000","2017-02-01 05:15:00.0",0.054,"2017/02/01","05:15"
"2999","000018594EL000","2017-02-01 05:30:00.0",0.077,"2017/02/01","05:30"
"3000","000018594EL000","2017-02-01 05:45:00.0",0.053,"2017/02/01","05:45"
"3001","000018594EL000","2017-02-01 06:00:00.0",0.071,"2017/02/01","06:00"
"3002","000018594EL000","2017-02-01 06:15:00.0",0.049,"2017/02/01","06:15"
"3003","000018594EL000","2017-02-01 06:30:00.0",0.059,"2017/02/01","06:30"
"3004","000018594EL000","2017-02-01 06:45:00.0",0.014,"2017/02/01","06:45"
"3005","000018594EL000","2017-02-01 07:00:00.0",0.062,"2017/02/01","07:00"
"3006","000018594EL000","2017-02-01 07:15:00.0",0.058,"2017/02/01","07:15"
"3007","000018594EL000","2017-02-01 07:30:00.0",0.081,"2017/02/01","07:30"
"3008","000018594EL000","2017-02-01 07:45:00.0",0.051,"2017/02/01","07:45"
"3009","000018594EL000","2017-02-01 08:00:00.0",0.305,"2017/02/01","08:00"
"3010","000018594EL000","2017-02-01 08:15:00.0",0.16,"2017/02/01","08:15"
"3011","000018594EL000","2017-02-01 08:30:00.0",0.085,"2017/02/01","08:30"
"3012","000018594EL000","2017-02-01 08:45:00.0",0.096,"2017/02/01","08:45"
"3013","000018594EL000","2017-02-01 09:00:00.0",0.067,"2017/02/01","09:00"
"3014","000018594EL000","2017-02-01 09:15:00.0",0.061,"2017/02/01","09:15"
"3015","000018594EL000","2017-02-01 09:30:00.0",0.088,"2017/02/01","09:30"
"3016","000018594EL000","2017-02-01 09:45:00.0",0.063,"2017/02/01","09:45"
"3017","000018594EL000","2017-02-01 10:00:00.0",0.07,"2017/02/01","10:00"
"3018","000018594EL000","2017-02-01 10:15:00.0",0.048,"2017/02/01","10:15"
"3019","000018594EL000","2017-02-01 10:30:00.0",0.037,"2017/02/01","10:30"
"3020","000018594EL000","2017-02-01 10:45:00.0",0.025,"2017/02/01","10:45"
"3021","000018594EL000","2017-02-01 11:00:00.0",0.033,"2017/02/01","11:00"
"3022","000018594EL000","2017-02-01 11:15:00.0",0.048,"2017/02/01","11:15"
"3023","000018594EL000","2017-02-01 11:30:00.0",0.091,"2017/02/01","11:30"
"3024","000018594EL000","2017-02-01 11:45:00.0",0.071,"2017/02/01","11:45"
"3025","000018594EL000","2017-02-01 12:00:00.0",0.07,"2017/02/01","12:00"
"3026","000018594EL000","2017-02-01 12:15:00.0",0.042,"2017/02/01","12:15"
"3027","000018594EL000","2017-02-01 12:30:00.0",0.039,"2017/02/01","12:30"
"3028","000018594EL000","2017-02-01 12:45:00.0",0.022,"2017/02/01","12:45"
"3029","000018594EL000","2017-02-01 13:00:00.0",0.043,"2017/02/01","13:00"
"3030","000018594EL000","2017-02-01 13:15:00.0",0.014,"2017/02/01","13:15"
"3031","000018594EL000","2017-02-01 13:30:00.0",0.084,"2017/02/01","13:30"
"3032","000018594EL000","2017-02-01 13:45:00.0",0.043,"2017/02/01","13:45"
"3033","000018594EL000","2017-02-01 14:00:00.0",0.087,"2017/02/01","14:00"
"3034","000018594EL000","2017-02-01 14:15:00.0",0.108,"2017/02/01","14:15"
"3035","000018594EL000","2017-02-01 14:30:00.0",0.037,"2017/02/01","14:30"
"3036","000018594EL000","2017-02-01 14:45:00.0",0.071,"2017/02/01","14:45"
"3037","000018594EL000","2017-02-01 15:00:00.0",0.069,"2017/02/01","15:00"
"3038","000018594EL000","2017-02-01 15:15:00.0",0.046,"2017/02/01","15:15"
"3039","000018594EL000","2017-02-01 15:30:00.0",0.067,"2017/02/01","15:30"
"3040","000018594EL000","2017-02-01 15:45:00.0",0.071,"2017/02/01","15:45"
"3041","000018594EL000","2017-02-01 16:00:00.0",0.041,"2017/02/01","16:00"
"3042","000018594EL000","2017-02-01 16:15:00.0",0.069,"2017/02/01","16:15"
"3043","000018594EL000","2017-02-01 16:30:00.0",0.03,"2017/02/01","16:30"
"3044","000018594EL000","2017-02-01 16:45:00.0",0.028,"2017/02/01","16:45"
"3045","000018594EL000","2017-02-01 17:00:00.0",0.033,"2017/02/01","17:00"
"3046","000018594EL000","2017-02-01 17:15:00.0",0.046,"2017/02/01","17:15"
"3047","000018594EL000","2017-02-01 17:30:00.0",0.064,"2017/02/01","17:30"
"3048","000018594EL000","2017-02-01 17:45:00.0",0.075,"2017/02/01","17:45"
"3049","000018594EL000","2017-02-01 18:00:00.0",0.13,"2017/02/01","18:00"
"3050","000018594EL000","2017-02-01 18:15:00.0",0.074,"2017/02/01","18:15"
"3051","000018594EL000","2017-02-01 18:30:00.0",0.315,"2017/02/01","18:30"
"3052","000018594EL000","2017-02-01 18:45:00.0",0.117,"2017/02/01","18:45"
"3053","000018594EL000","2017-02-01 19:00:00.0",0.074,"2017/02/01","19:00"
"3054","000018594EL000","2017-02-01 19:15:00.0",0.07,"2017/02/01","19:15"
"3055","000018594EL000","2017-02-01 19:30:00.0",0.078,"2017/02/01","19:30"
"3056","000018594EL000","2017-02-01 19:45:00.0",0.055,"2017/02/01","19:45"
"3057","000018594EL000","2017-02-01 20:00:00.0",0.056,"2017/02/01","20:00"
"3058","000018594EL000","2017-02-01 20:15:00.0",0.124,"2017/02/01","20:15"
"3059","000018594EL000","2017-02-01 20:30:00.0",0.11,"2017/02/01","20:30"
"3060","000018594EL000","2017-02-01 20:45:00.0",0.099,"2017/02/01","20:45"
"3061","000018594EL000","2017-02-01 21:00:00.0",0.094,"2017/02/01","21:00"
"3062","000018594EL000","2017-02-01 21:15:00.0",0.085,"2017/02/01","21:15"
"3063","000018594EL000","2017-02-01 21:30:00.0",0.056,"2017/02/01","21:30"
"3064","000018594EL000","2017-02-01 21:45:00.0",0.085,"2017/02/01","21:45"
"3065","000018594EL000","2017-02-01 22:00:00.0",0.045,"2017/02/01","22:00"
"3066","000018594EL000","2017-02-01 22:15:00.0",0.053,"2017/02/01","22:15"
"3067","000018594EL000","2017-02-01 22:30:00.0",0.023,"2017/02/01","22:30"
"3068","000018594EL000","2017-02-01 22:45:00.0",0.098,"2017/02/01","22:45"
"3069","000018594EL000","2017-02-01 23:00:00.0",0.049,"2017/02/01","23:00"
"3070","000018594EL000","2017-02-01 23:15:00.0",0.083,"2017/02/01","23:15"
"3071","000018594EL000","2017-02-01 23:30:00.0",0.052,"2017/02/01","23:30"
"3072","000018594EL000","2017-02-01 23:45:00.0",0.074,"2017/02/01","23:45"
"3073","000018594EL000","2017-02-02 00:00:00.0",0.039,"2017/02/02","00:00"
"3074","000018594EL000","2017-02-02 00:15:00.0",0.042,"2017/02/02","00:15"
"3075","000018594EL000","2017-02-02 00:30:00.0",0.019,"2017/02/02","00:30"
"3076","000018594EL000","2017-02-02 00:45:00.0",0.07,"2017/02/02","00:45"
"3077","000018594EL000","2017-02-02 01:00:00.0",0.061,"2017/02/02","01:00"
"3078","000018594EL000","2017-02-02 01:15:00.0",0.072,"2017/02/02","01:15"
"3079","000018594EL000","2017-02-02 01:30:00.0",0.053,"2017/02/02","01:30"
"3080","000018594EL000","2017-02-02 01:45:00.0",0.068,"2017/02/02","01:45"
"3081","000018594EL000","2017-02-02 02:00:00.0",0.059,"2017/02/02","02:00"
"3082","000018594EL000","2017-02-02 02:15:00.0",0.065,"2017/02/02","02:15"
"3083","000018594EL000","2017-02-02 02:30:00.0",0.052,"2017/02/02","02:30"
"3084","000018594EL000","2017-02-02 02:45:00.0",0.066,"2017/02/02","02:45"
"3085","000018594EL000","2017-02-02 03:00:00.0",0.069,"2017/02/02","03:00"
"3086","000018594EL000","2017-02-02 03:15:00.0",0.063,"2017/02/02","03:15"
"3087","000018594EL000","2017-02-02 03:30:00.0",0.061,"2017/02/02","03:30"
"3088","000018594EL000","2017-02-02 03:45:00.0",0.055,"2017/02/02","03:45"
"3089","000018594EL000","2017-02-02 04:00:00.0",0.039,"2017/02/02","04:00"
"3090","000018594EL000","2017-02-02 04:15:00.0",0.023,"2017/02/02","04:15"
"3091","000018594EL000","2017-02-02 04:30:00.0",0.033,"2017/02/02","04:30"
"3092","000018594EL000","2017-02-02 04:45:00.0",0.055,"2017/02/02","04:45"
"3093","000018594EL000","2017-02-02 05:00:00.0",0.078,"2017/02/02","05:00"
"3094","000018594EL000","2017-02-02 05:15:00.0",0.051,"2017/02/02","05:15"
"3095","000018594EL000","2017-02-02 05:30:00.0",0.072,"2017/02/02","05:30"
"3096","000018594EL000","2017-02-02 05:45:00.0",0.047,"2017/02/02","05:45"
"3097","000018594EL000","2017-02-02 06:00:00.0",0.112,"2017/02/02","06:00"
"3098","000018594EL000","2017-02-02 06:15:00.0",0.098,"2017/02/02","06:15"
"3099","000018594EL000","2017-02-02 06:30:00.0",0.064,"2017/02/02","06:30"
"3100","000018594EL000","2017-02-02 06:45:00.0",0.062,"2017/02/02","06:45"
"3101","000018594EL000","2017-02-02 07:00:00.0",0.091,"2017/02/02","07:00"
"3102","000018594EL000","2017-02-02 07:15:00.0",0.066,"2017/02/02","07:15"
"3103","000018594EL000","2017-02-02 07:30:00.0",0.063,"2017/02/02","07:30"
"3104","000018594EL000","2017-02-02 07:45:00.0",0.144,"2017/02/02","07:45"
"3105","000018594EL000","2017-02-02 08:00:00.0",0.275,"2017/02/02","08:00"
"3106","000018594EL000","2017-02-02 08:15:00.0",0.325,"2017/02/02","08:15"
"3107","000018594EL000","2017-02-02 08:30:00.0",0.048,"2017/02/02","08:30"
"3108","000018594EL000","2017-02-02 08:45:00.0",0.03,"2017/02/02","08:45"
"3109","000018594EL000","2017-02-02 09:00:00.0",0.08,"2017/02/02","09:00"
"3110","000018594EL000","2017-02-02 09:15:00.0",0.271,"2017/02/02","09:15"
"3111","000018594EL000","2017-02-02 09:30:00.0",0.388,"2017/02/02","09:30"
"3112","000018594EL000","2017-02-02 09:45:00.0",0.087,"2017/02/02","09:45"
"3113","000018594EL000","2017-02-02 10:00:00.0",0.061,"2017/02/02","10:00"
"3114","000018594EL000","2017-02-02 10:15:00.0",0.184,"2017/02/02","10:15"
"3115","000018594EL000","2017-02-02 10:30:00.0",0.269,"2017/02/02","10:30"
"3116","000018594EL000","2017-02-02 10:45:00.0",0.105,"2017/02/02","10:45"
"3117","000018594EL000","2017-02-02 11:00:00.0",0.071,"2017/02/02","11:00"
"3118","000018594EL000","2017-02-02 11:15:00.0",0.014,"2017/02/02","11:15"
"3119","000018594EL000","2017-02-02 11:30:00.0",0.098,"2017/02/02","11:30"
"3120","000018594EL000","2017-02-02 11:45:00.0",0.062,"2017/02/02","11:45"
"3121","000018594EL000","2017-02-02 12:00:00.0",0.237,"2017/02/02","12:00"
"3122","000018594EL000","2017-02-02 12:15:00.0",0.103,"2017/02/02","12:15"
"3123","000018594EL000","2017-02-02 12:30:00.0",0.065,"2017/02/02","12:30"
"3124","000018594EL000","2017-02-02 12:45:00.0",0.011,"2017/02/02","12:45"
"3125","000018594EL000","2017-02-02 13:00:00.0",0.037,"2017/02/02","13:00"
"3126","000018594EL000","2017-02-02 13:15:00.0",0.009,"2017/02/02","13:15"
"3127","000018594EL000","2017-02-02 13:30:00.0",0.072,"2017/02/02","13:30"
"3128","000018594EL000","2017-02-02 13:45:00.0",0.05,"2017/02/02","13:45"
"3129","000018594EL000","2017-02-02 14:00:00.0",0.069,"2017/02/02","14:00"
"3130","000018594EL000","2017-02-02 14:15:00.0",0.041,"2017/02/02","14:15"
"3131","000018594EL000","2017-02-02 14:30:00.0",0.058,"2017/02/02","14:30"
"3132","000018594EL000","2017-02-02 14:45:00.0",0.011,"2017/02/02","14:45"
"3133","000018594EL000","2017-02-02 15:00:00.0",0.035,"2017/02/02","15:00"
"3134","000018594EL000","2017-02-02 15:15:00.0",0.042,"2017/02/02","15:15"
"3135","000018594EL000","2017-02-02 15:30:00.0",0.09,"2017/02/02","15:30"
"3136","000018594EL000","2017-02-02 15:45:00.0",0.048,"2017/02/02","15:45"
"3137","000018594EL000","2017-02-02 16:00:00.0",0.074,"2017/02/02","16:00"
"3138","000018594EL000","2017-02-02 16:15:00.0",0.036,"2017/02/02","16:15"
"3139","000018594EL000","2017-02-02 16:30:00.0",0.048,"2017/02/02","16:30"
"3140","000018594EL000","2017-02-02 16:45:00.0",0.012,"2017/02/02","16:45"
"3141","000018594EL000","2017-02-02 17:00:00.0",0.033,"2017/02/02","17:00"
"3142","000018594EL000","2017-02-02 17:15:00.0",0.069,"2017/02/02","17:15"
"3143","000018594EL000","2017-02-02 17:30:00.0",0.108,"2017/02/02","17:30"
"3144","000018594EL000","2017-02-02 17:45:00.0",0.078,"2017/02/02","17:45"
"3145","000018594EL000","2017-02-02 18:00:00.0",0.343,"2017/02/02","18:00"
"3146","000018594EL000","2017-02-02 18:15:00.0",0.716,"2017/02/02","18:15"
"3147","000018594EL000","2017-02-02 18:30:00.0",0.183,"2017/02/02","18:30"
"3148","000018594EL000","2017-02-02 18:45:00.0",0.085,"2017/02/02","18:45"
"3149","000018594EL000","2017-02-02 19:00:00.0",0.078,"2017/02/02","19:00"
"3150","000018594EL000","2017-02-02 19:15:00.0",0.234,"2017/02/02","19:15"
"3151","000018594EL000","2017-02-02 19:30:00.0",0.174,"2017/02/02","19:30"
"3152","000018594EL000","2017-02-02 19:45:00.0",0.063,"2017/02/02","19:45"
"3153","000018594EL000","2017-02-02 20:00:00.0",0.262,"2017/02/02","20:00"
"3154","000018594EL000","2017-02-02 20:15:00.0",0.099,"2017/02/02","20:15"
"3155","000018594EL000","2017-02-02 20:30:00.0",0.087,"2017/02/02","20:30"
"3156","000018594EL000","2017-02-02 20:45:00.0",0.126,"2017/02/02","20:45"
"3157","000018594EL000","2017-02-02 21:00:00.0",0.235,"2017/02/02","21:00"
"3158","000018594EL000","2017-02-02 21:15:00.0",0.467,"2017/02/02","21:15"
"3159","000018594EL000","2017-02-02 21:30:00.0",0.173,"2017/02/02","21:30"
"3160","000018594EL000","2017-02-02 21:45:00.0",0.049,"2017/02/02","21:45"
"3161","000018594EL000","2017-02-02 22:00:00.0",0.047,"2017/02/02","22:00"
"3162","000018594EL000","2017-02-02 22:15:00.0",0.049,"2017/02/02","22:15"
"3163","000018594EL000","2017-02-02 22:30:00.0",0.068,"2017/02/02","22:30"
"3164","000018594EL000","2017-02-02 22:45:00.0",0.077,"2017/02/02","22:45"
"3165","000018594EL000","2017-02-02 23:00:00.0",0.067,"2017/02/02","23:00"
"3166","000018594EL000","2017-02-02 23:15:00.0",0.066,"2017/02/02","23:15"
"3167","000018594EL000","2017-02-02 23:30:00.0",0.057,"2017/02/02","23:30"
"3168","000018594EL000","2017-02-02 23:45:00.0",0.034,"2017/02/02","23:45"
"3169","000018594EL000","2017-02-03 00:00:00.0",0.035,"2017/02/03","00:00"
"3170","000018594EL000","2017-02-03 00:15:00.0",0.041,"2017/02/03","00:15"
"3171","000018594EL000","2017-02-03 00:30:00.0",0.096,"2017/02/03","00:30"
"3172","000018594EL000","2017-02-03 00:45:00.0",0.059,"2017/02/03","00:45"
"3173","000018594EL000","2017-02-03 01:00:00.0",0.076,"2017/02/03","01:00"
"3174","000018594EL000","2017-02-03 01:15:00.0",0.053,"2017/02/03","01:15"
"3175","000018594EL000","2017-02-03 01:30:00.0",0.069,"2017/02/03","01:30"
"3176","000018594EL000","2017-02-03 01:45:00.0",0.028,"2017/02/03","01:45"
"3177","000018594EL000","2017-02-03 02:00:00.0",0.041,"2017/02/03","02:00"
"3178","000018594EL000","2017-02-03 02:15:00.0",0.022,"2017/02/03","02:15"
"3179","000018594EL000","2017-02-03 02:30:00.0",0.089,"2017/02/03","02:30"
"3180","000018594EL000","2017-02-03 02:45:00.0",0.052,"2017/02/03","02:45"
"3181","000018594EL000","2017-02-03 03:00:00.0",0.079,"2017/02/03","03:00"
"3182","000018594EL000","2017-02-03 03:15:00.0",0.046,"2017/02/03","03:15"
"3183","000018594EL000","2017-02-03 03:30:00.0",0.085,"2017/02/03","03:30"
